# solver	iter	edge-exp-congestion
		(s5,h5) : 0.0101579714693
		(s6,s2) : 0.332816637639
		(s6,s3) : 0.300768551463
		(s6,s7) : 0.271038011155
		(s6,h6) : 0.0224298276662
		(s7,s4) : 0.220936091363
		(s7,s5) : 0.248003716122
		(s7,s6) : 0.263868329558
		(s7,h7) : 0.00911785819598
		(s8,s5) : 0.25529241051
		(s8,s10) : 0.112348304131
		(s8,h8) : 0.0293259331143
		(s9,s3) : 0.4
		(s9,s12) : 0.222531138555
		(s9,h9) : 0.0304921227368
		(s10,s4) : 0.102679152458
		(s10,s8) : 0.111961907787
		(s10,s11) : 0.0440589190306
		(s10,h10) : 0.00486510205677
		(s11,s4) : 0.0769755024632
		(s11,s10) : 0.0704072502236
		(s11,h11) : 0.0100278207872
		(s12,s2) : 0.4
		(s12,s9) : 0.4
		(s12,h12) : 0.0314205893818
		(h1,s1) : 0.000777064919345
		(h2,s2) : 0.0175656073967
		(h3,s3) : 0.0113059459017
		(h4,s4) : 0.0103411662006
		(h5,s5) : 0.0132651489291
		(h6,s6) : 0.026211252681
		(h7,s7) : 0.00743186128804
		(h8,s8) : 0.0248241815975
		(h9,s9) : 0.042707480184
		(h10,s10) : 0.00392263631034
		(h11,s11) : 0.00989769126572
		(h12,s12) : 0.0555921844491
semimcfksp	1	
		(s1,s2) : 0.00779119719653
		(s1,h1) : 0.00303435979041
		(s2,s1) : 0.0303435979041
		(s2,s5) : 0.317584901826
		(s2,s6) : 0.21721195081
		(s2,s12) : 0.28949318809
		(s2,h2) : 0.0229142407406
		(s3,s6) : 0.294267233214
		(s3,s9) : 0.137191674825
		(s3,h3) : 0.0347456726474
		(s4,s7) : 0.173167323536
		(s4,s10) : 0.0766211535829
		(s4,s11) : 0.104302277042
		(s4,h4) : 0.0102213029929
		(s5,s2) : 0.296186403008
		(s5,s7) : 0.210523487686
		(s5,s8) : 0.266809683298
		(s5,h5) : 0.0096856345112
		(s6,s2) : 0.221705104096
		(s6,s3) : 0.262453654468
		(s6,s7) : 0.327799012874
		(s6,h6) : 0.0216284770583
		(s7,s4) : 0.211529551095
		(s7,s5) : 0.231453592052
		(s7,s6) : 0.262457795202
		(s7,h7) : 0.0088729156278
		(s8,s5) : 0.258930084253
		(s8,s10) : 0.0769473939555
		(s8,h8) : 0.0275752561785
		(s9,s3) : 0.400077490754
		(s9,s12) : 0.205056138502
		(s9,h9) : 0.0301076835859
		(s10,s4) : 0.0641511037924
		(s10,s8) : 0.087273284177
		(s10,s11) : 0.0297263128199
		(s10,h10) : 0.00488983852109
		(s11,s4) : 0.0807105358621
		(s11,s10) : 0.0399692380108
		(s11,h11) : 0.010861633686
		(s12,s2) : 0.400077490754
		(s12,s9) : 0.341507023383
		(s12,h12) : 0.0321060660274
		(h1,s1) : 0.000779119719653
		(h2,s2) : 0.0158015850982
		(h3,s3) : 0.0116384489291
		(h4,s4) : 0.00999125933405
		(h5,s5) : 0.00624073409732
		(h6,s6) : 0.0254305562795
		(h7,s7) : 0.00826802705307
		(h8,s8) : 0.0257547072518
		(h9,s9) : 0.0427511766907
		(h10,s10) : 0.00365113004509
		(h11,s11) : 0.00952675208709
		(h12,s12) : 0.056809584782
semimcfksp	2	
		(s1,s2) : 0.00680155623194
		(s1,h1) : 0.00292872044238
		(s2,s1) : 0.0292872044238
		(s2,s5) : 0.397629977673
		(s2,s6) : 0.310816717589
		(s2,s12) : 0.358708981264
		(s2,h2) : 0.0221985983496
		(s3,s6) : 0.339037984141
		(s3,s9) : 0.101850937197
		(s3,h3) : 0.0369286373972
		(s4,s7) : 0.182264763659
		(s4,s10) : 0.062855072615
		(s4,s11) : 0.124731037842
		(s4,h4) : 0.00998543549477
		(s5,s2) : 0.404364461743
		(s5,s7) : 0.26657067389
		(s5,s8) : 0.293488917206
		(s5,h5) : 0.0121386051196
		(s6,s2) : 0.337662889633
		(s6,s3) : 0.289708269223
		(s6,s7) : 0.298823047611
		(s6,h6) : 0.0218071204272
		(s7,s4) : 0.256618590683
		(s7,s5) : 0.254675057664
		(s7,s6) : 0.238590920711
		(s7,h7) : 0.00796457180624
		(s8,s5) : 0.322053813931
		(s8,s10) : 0.0623428873966
		(s8,h8) : 0.0311624464051
		(s9,s3) : 0.404364461744
		(s9,s12) : 0.197503349054
		(s9,h9) : 0.0318147642186
		(s10,s4) : 0.0330142861458
		(s10,s8) : 0.119019589008
		(s10,s11) : 0.0419164366786
		(s10,h10) : 0.00415069510537
		(s11,s4) : 0.0652764057372
		(s11,s10) : 0.0829996965763
		(s11,h11) : 0.0117261249561
		(s12,s2) : 0.404364461743
		(s12,s9) : 0.404364461743
		(s12,h12) : 0.0339389745271
		(h1,s1) : 0.000680155623194
		(h2,s2) : 0.0165235495096
		(h3,s3) : 0.0116102564344
		(h4,s4) : 0.0114795946497
		(h5,s5) : 0.0111451254767
		(h6,s6) : 0.0255819788297
		(h7,s7) : 0.00818718019606
		(h8,s8) : 0.0283512659164
		(h9,s9) : 0.0413800054043
		(h10,s10) : 0.00272596062982
		(h11,s11) : 0.0098889877354
		(h12,s12) : 0.0591906338439
semimcfksp	3	
		(s1,s2) : 0.00550791505878
		(s1,h1) : 0.00306373806143
		(s2,s1) : 0.0306373806143
		(s2,s5) : 0.340460965365
		(s2,s6) : 0.325923616632
		(s2,s12) : 0.358123234707
		(s2,h2) : 0.0224348088489
		(s3,s6) : 0.324544308014
		(s3,s9) : 0.0965445070154
		(s3,h3) : 0.0381161997469
		(s4,s7) : 0.170568817533
		(s4,s10) : 0.0553039851809
		(s4,s11) : 0.111937880277
		(s4,h4) : 0.0106700619091
		(s5,s2) : 0.410756993526
		(s5,s7) : 0.259125143042
		(s5,s8) : 0.231062930972
		(s5,h5) : 0.00968294627353
		(s6,s2) : 0.281921547279
		(s6,s3) : 0.280562853563
		(s6,s7) : 0.312920546386
		(s6,h6) : 0.0242636242488
		(s7,s4) : 0.249237105031
		(s7,s5) : 0.255239487254
		(s7,s6) : 0.236717755851
		(s7,h7) : 0.00818845267624
		(s8,s5) : 0.336660185161
		(s8,s10) : 0.050139918034
		(s8,h8) : 0.0240637282775
		(s9,s3) : 0.410756993526
		(s9,s12) : 0.191965805328
		(s9,h9) : 0.032133461464
		(s10,s4) : 0.0258932003628
		(s10,s8) : 0.102817982608
		(s10,s11) : 0.0343513628784
		(s10,h10) : 0.0041168703324
		(s11,s4) : 0.0614695304499
		(s11,s10) : 0.0738804634337
		(s11,h11) : 0.0111726134549
		(s12,s2) : 0.410756993526
		(s12,s9) : 0.410756993526
		(s12,h12) : 0.0347203809282
		(h1,s1) : 0.000550791505878
		(h2,s2) : 0.0170549836419
		(h3,s3) : 0.011093096541
		(h4,s4) : 0.0107911466238
		(h5,s5) : 0.00654138924951
		(h6,s6) : 0.0230855509218
		(h7,s7) : 0.00804643679369
		(h8,s8) : 0.0293556472391
		(h9,s9) : 0.0416755912953
		(h10,s10) : 0.00249068825244
		(h11,s11) : 0.0100786885277
		(h12,s12) : 0.0618628756299
semimcfksp	4	
		(s1,s2) : 0.00568583832538
		(s1,h1) : 0.00282891549715
		(s2,s1) : 0.0282891549715
		(s2,s5) : 0.245918744604
		(s2,s6) : 0.309449412502
		(s2,s12) : 0.326133509561
		(s2,h2) : 0.0235096969156
		(s3,s6) : 0.30934237226
		(s3,s9) : 0.101364543785
		(s3,h3) : 0.0391984279161
		(s4,s7) : 0.197359666934
		(s4,s10) : 0.081815716971
		(s4,s11) : 0.10585092624
		(s4,h4) : 0.0101624116732
		(s5,s2) : 0.294845568776
		(s5,s7) : 0.236402044303
		(s5,s8) : 0.23308124895
		(s5,h5) : 0.00886128569069
		(s6,s2) : 0.279416916649
		(s6,s3) : 0.293375108481
		(s6,s7) : 0.329497620137
		(s6,h6) : 0.0228274009184
		(s7,s4) : 0.219042740617
		(s7,s5) : 0.266186318524
		(s7,s6) : 0.277193024056
		(s7,h7) : 0.00851688816914
		(s8,s5) : 0.272634195476
		(s8,s10) : 0.0876168318026
		(s8,h8) : 0.0235913417948
		(s9,s3) : 0.401857576242
		(s9,s12) : 0.203870258597
		(s9,h9) : 0.0304897139545
		(s10,s4) : 0.0866418018522
		(s10,s8) : 0.089515610066
		(s10,s11) : 0.0424562640061
		(s10,h10) : 0.00360711412576
		(s11,s4) : 0.0696344365523
		(s11,s10) : 0.0622381315767
		(s11,h11) : 0.0114538820856
		(s12,s2) : 0.401857576242
		(s12,s9) : 0.401857576242
		(s12,h12) : 0.0319344992099
		(h1,s1) : 0.000568583832538
		(h2,s2) : 0.0163081890803
		(h3,s3) : 0.0107458510482
		(h4,s4) : 0.0111331447855
		(h5,s5) : 0.00682024603317
		(h6,s6) : 0.0234578845633
		(h7,s7) : 0.00843316335145
		(h8,s8) : 0.0273567586211
		(h9,s9) : 0.0407402854357
		(h10,s10) : 0.00230141368314
		(h11,s11) : 0.00981041987386
		(h12,s12) : 0.0593056376425
semimcfksp	5	
		(s1,s2) : 0.00497893217982
		(s1,h1) : 0.00114363610879
		(s2,s1) : 0.0114363610879
		(s2,s5) : 0.294350973679
		(s2,s6) : 0.264137539289
		(s2,s12) : 0.340164555184
		(s2,h2) : 0.0213015154068
		(s3,s6) : 0.298967453061
		(s3,s9) : 0.111116865771
		(s3,h3) : 0.0377145286925
		(s4,s7) : 0.200913323974
		(s4,s10) : 0.091742972658
		(s4,s11) : 0.116166120692
		(s4,h4) : 0.00911624671339
		(s5,s2) : 0.337359791148
		(s5,s7) : 0.248846734457
		(s5,s8) : 0.269063460063
		(s5,h5) : 0.0105074252924
		(s6,s2) : 0.236632157752
		(s6,s3) : 0.306923936437
		(s6,s7) : 0.315991651392
		(s6,h6) : 0.0229180008614
		(s7,s4) : 0.223138489088
		(s7,s5) : 0.269379245374
		(s7,s6) : 0.278466849199
		(s7,h7) : 0.00836121067573
		(s8,s5) : 0.261186819033
		(s8,s10) : 0.0988296677978
		(s8,h8) : 0.027561927547
		(s9,s3) : 0.379623715251
		(s9,s12) : 0.205281919639
		(s9,h9) : 0.030472630352
		(s10,s4) : 0.0909867817877
		(s10,s8) : 0.110446118495
		(s10,s11) : 0.0473527136118
		(s10,h10) : 0.00362413194063
		(s11,s4) : 0.0765781875071
		(s11,s10) : 0.0730179453472
		(s11,h11) : 0.0115864304159
		(s12,s2) : 0.379623715251
		(s12,s9) : 0.379623715251
		(s12,h12) : 0.0333734203899
		(h1,s1) : 0.000497893217982
		(h2,s2) : 0.0164509986977
		(h3,s3) : 0.010068195407
		(h4,s4) : 0.0109281426076
		(h5,s5) : 0.0135427200505
		(h6,s6) : 0.0247155912647
		(h7,s7) : 0.00888449805948
		(h8,s8) : 0.0256126183743
		(h9,s9) : 0.0398891357388
		(h10,s10) : 0.00214363474976
		(h11,s11) : 0.0101941602709
		(h12,s12) : 0.0547535159577
semimcfksp	6	
		(s1,s2) : 0.00489635047612
		(s1,h1) : 0.00101492361768
		(s2,s1) : 0.0101492361768
		(s2,s5) : 0.375699783093
		(s2,s6) : 0.242730415006
		(s2,s12) : 0.373457918544
		(s2,h2) : 0.0227246677262
		(s3,s6) : 0.312416482087
		(s3,s9) : 0.0809087415056
		(s3,h3) : 0.038812963068
		(s4,s7) : 0.185081425008
		(s4,s10) : 0.0880748199149
		(s4,s11) : 0.0698708804311
		(s4,h4) : 0.00973031328512
		(s5,s2) : 0.333069977926
		(s5,s7) : 0.221737635616
		(s5,s8) : 0.321212715472
		(s5,h5) : 0.0106790293122
		(s6,s2) : 0.318610569764
		(s6,s3) : 0.291725677904
		(s6,s7) : 0.238602338277
		(s6,h6) : 0.0249009217017
		(s7,s4) : 0.186228255744
		(s7,s5) : 0.197540286886
		(s7,s6) : 0.267572993141
		(s7,h7) : 0.0081514914612
		(s8,s5) : 0.274234952333
		(s8,s10) : 0.124548332598
		(s8,h8) : 0.0312373816843
		(s9,s3) : 0.380517628467
		(s9,s12) : 0.180830351823
		(s9,h9) : 0.0307303558638
		(s10,s4) : 0.0773512801521
		(s10,s8) : 0.135284380803
		(s10,s11) : 0.0655386551782
		(s10,h10) : 0.00384213377754
		(s11,s4) : 0.0497826242315
		(s11,s10) : 0.0660160276086
		(s11,h11) : 0.0108397171955
		(s12,s2) : 0.380517628467
		(s12,s9) : 0.380517628466
		(s12,h12) : 0.031960202441
		(h1,s1) : 0.000489635047612
		(h2,s2) : 0.0192189503448
		(h3,s3) : 0.0109211547901
		(h4,s4) : 0.0126968098078
		(h5,s5) : 0.0135335599824
		(h6,s6) : 0.0275227912728
		(h7,s7) : 0.0087435051482
		(h8,s8) : 0.0254660005499
		(h9,s9) : 0.0407225168956
		(h10,s10) : 0.00379564737871
		(h11,s11) : 0.00887862881856
		(h12,s12) : 0.0526349010977
semimcfksp	7	
		(s1,s2) : 0.00599467266852
		(s1,h1) : 0.00111033177529
		(s2,s1) : 0.0111033177529
		(s2,s5) : 0.318486832832
		(s2,s6) : 0.236708905257
		(s2,s12) : 0.333571312044
		(s2,h2) : 0.020967815572
		(s3,s6) : 0.285470036361
		(s3,s9) : 0.128302438933
		(s3,h3) : 0.0378245095576
		(s4,s7) : 0.19684847012
		(s4,s10) : 0.110659582014
		(s4,s11) : 0.0984226077154
		(s4,h4) : 0.0104807118717
		(s5,s2) : 0.266293548033
		(s5,s7) : 0.326362200246
		(s5,s8) : 0.272690122644
		(s5,h5) : 0.00911472162259
		(s6,s2) : 0.300370973449
		(s6,s3) : 0.310031386852
		(s6,s7) : 0.260252101472
		(s6,h6) : 0.0235727413786
		(s7,s4) : 0.264309685756
		(s7,s5) : 0.211144650253
		(s7,s6) : 0.31945571859
		(s7,h7) : 0.00822503067981
		(s8,s5) : 0.285331949157
		(s8,s10) : 0.0750044941524
		(s8,h8) : 0.0303587877352
		(s9,s3) : 0.374302964901
		(s9,s12) : 0.215489433494
		(s9,h9) : 0.0315109045505
		(s10,s4) : 0.0685138516349
		(s10,s8) : 0.138853421802
		(s10,s11) : 0.0356699539216
		(s10,h10) : 0.00396966366763
		(s11,s4) : 0.0571619682928
		(s11,s10) : 0.0652488388883
		(s11,h11) : 0.0104528680649
		(s12,s2) : 0.374302964901
		(s12,s9) : 0.374302964901
		(s12,h12) : 0.032914318457
		(h1,s1) : 0.000599467266852
		(h2,s2) : 0.0162586364555
		(h3,s3) : 0.0107683219116
		(h4,s4) : 0.0120752272883
		(h5,s5) : 0.0141529654907
		(h6,s6) : 0.0264747215351
		(h7,s7) : 0.00936975895586
		(h8,s8) : 0.0252380776216
		(h9,s9) : 0.0402296040066
		(h10,s10) : 0.00318209489804
		(h11,s11) : 0.00928469261928
		(h12,s12) : 0.0528688368833
semimcfksp	8	
		(s1,s2) : 0.00579498395209
		(s1,h1) : 0.00103843477592
		(s2,s1) : 0.0103843477592
		(s2,s5) : 0.35765321624
		(s2,s6) : 0.213402570342
		(s2,s12) : 0.372710003684
		(s2,h2) : 0.0215797840986
		(s3,s6) : 0.283611155069
		(s3,s9) : 0.0867112955046
		(s3,h3) : 0.0381047903561
		(s4,s7) : 0.17359041461
		(s4,s10) : 0.0586128199861
		(s4,s11) : 0.103759607295
		(s4,h4) : 0.00912819827298
		(s5,s2) : 0.372710003684
		(s5,s7) : 0.281341003371
		(s5,s8) : 0.372710003685
		(s5,h5) : 0.00697572521675
		(s6,s2) : 0.251480766929
		(s6,s3) : 0.275874755656
		(s6,s7) : 0.229348577748
		(s6,h6) : 0.0238829126826
		(s7,s4) : 0.182952516068
		(s7,s5) : 0.251987518875
		(s7,s6) : 0.267662844078
		(s7,h7) : 0.00769821973343
		(s8,s5) : 0.276449138583
		(s8,s10) : 0.101573415842
		(s8,h8) : 0.0363117889028
		(s9,s3) : 0.372710003684
		(s9,s12) : 0.180193397772
		(s9,h9) : 0.0306773815423
		(s10,s4) : 0.0774023918181
		(s10,s8) : 0.1242158541
		(s10,s11) : 0.0477081244593
		(s10,h10) : 0.00389073690996
		(s11,s4) : 0.0371725568007
		(s11,s10) : 0.100639107097
		(s11,h11) : 0.0103557771142
		(s12,s2) : 0.372710003685
		(s12,s9) : 0.359416651169
		(s12,h12) : 0.032716930825
		(h1,s1) : 0.000579498395209
		(h2,s2) : 0.016725222076
		(h3,s3) : 0.0102785594794
		(h4,s4) : 0.0129717359935
		(h5,s5) : 0.0210428389209
		(h6,s6) : 0.0230856657671
		(h7,s7) : 0.00953050806259
		(h8,s8) : 0.0244214585668
		(h9,s9) : 0.0413549270205
		(h10,s10) : 0.00274083965522
		(h11,s11) : 0.00899017032847
		(h12,s12) : 0.0506392561648
semimcfksp	9	
		(s1,s2) : 0.00586246956527
		(s1,h1) : 0.00102522361953
		(s2,s1) : 0.0102522361953
		(s2,s5) : 0.28894270186
		(s2,s6) : 0.342403306411
		(s2,s12) : 0.322544190967
		(s2,h2) : 0.0223296066432
		(s3,s6) : 0.292726811604
		(s3,s9) : 0.109254484291
		(s3,h3) : 0.0380960964161
		(s4,s7) : 0.190556612022
		(s4,s10) : 0.0673343365866
		(s4,s11) : 0.121917285407
		(s4,h4) : 0.00982606868566
		(s5,s2) : 0.38216007409
		(s5,s7) : 0.227009892097
		(s5,s8) : 0.263867337321
		(s5,h5) : 0.00658928568448
		(s6,s2) : 0.251671415189
		(s6,s3) : 0.301552898879
		(s6,s7) : 0.301626360182
		(s6,h6) : 0.0231481879131
		(s7,s4) : 0.240108274944
		(s7,s5) : 0.251809928146
		(s7,s6) : 0.245377695289
		(s7,h7) : 0.00747874814874
		(s8,s5) : 0.26757245813
		(s8,s10) : 0.0598087133397
		(s8,h8) : 0.0268947365663
		(s9,s3) : 0.382160074091
		(s9,s12) : 0.21659236656
		(s9,h9) : 0.0310372555885
		(s10,s4) : 0.0674865732325
		(s10,s8) : 0.0797915966573
		(s10,s11) : 0.0327229572727
		(s10,h10) : 0.00402522103256
		(s11,s4) : 0.0632856967331
		(s11,s10) : 0.0691054261616
		(s11,h11) : 0.0113583445159
		(s12,s2) : 0.38216007409
		(s12,s9) : 0.38216007409
		(s12,h12) : 0.0312581950393
		(h1,s1) : 0.000586246956527
		(h2,s2) : 0.016558446893
		(h3,s3) : 0.00992292870865
		(h4,s4) : 0.0107188375962
		(h5,s5) : 0.0130605072217
		(h6,s6) : 0.0205824740076
		(h7,s7) : 0.00928905155656
		(h8,s8) : 0.0252669603154
		(h9,s9) : 0.0417710438154
		(h10,s10) : 0.00240048614002
		(h11,s11) : 0.00913343253744
		(h12,s12) : 0.0537765541047
semimcfmcf	0	
		(s1,s2) : 0.00777064919345
		(s1,h1) : 0.00213409061539
		(s2,s1) : 0.0213409061539
		(s2,s5) : 0.315720260744
		(s2,s6) : 0.216817316263
		(s2,s12) : 0.231765531399
		(s2,h2) : 0.0246299515697
		(s3,s6) : 0.16741332647
		(s3,s9) : 0.305870705189
		(s3,h3) : 0.0388237962549
		(s4,s7) : 0.269012930176
		(s4,s10) : 0.100571799083
		(s4,s11) : 0.157078756236
		(s4,h4) : 0.0104171572748
		(s5,s2) : 0.188927658614
		(s5,s7) : 0.106458914371
		(s5,s8) : 0.278431461654
		(s5,h5) : 0.0101579714693
		(s6,s2) : 0.108165912612
		(s6,s3) : 0.398380009327
		(s6,s7) : 0.244408005479
		(s6,h6) : 0.0224298276662
		(s7,s4) : 0.190422993308
		(s7,s5) : 0.0836878531009
		(s7,s6) : 0.328909034538
		(s7,h7) : 0.00911785819598
		(s8,s5) : 0.143338146196
		(s8,s10) : 0.300555983987
		(s8,h8) : 0.0293259331143
		(s9,s3) : 0.350082525864
		(s9,s12) : 0.483405496463
		(s9,h9) : 0.0304921227368
		(s10,s4) : 0.15371266065
		(s10,s8) : 0.210480183698
		(s10,s11) : 0.168525176459
		(s10,h10) : 0.00486510205677
		(s11,s4) : 0.18328774228
		(s11,s10) : 0.141014895201
		(s11,h11) : 0.0100278207872
		(s12,s2) : 0.55142323587
		(s12,s9) : 0.405463742666
		(s12,h12) : 0.0314205893818
		(h1,s1) : 0.000777064919345
		(h2,s2) : 0.0175656073967
		(h3,s3) : 0.0113059459017
		(h4,s4) : 0.0103411662006
		(h5,s5) : 0.0132651489291
		(h6,s6) : 0.026211252681
		(h7,s7) : 0.00743186128804
		(h8,s8) : 0.0248241815975
		(h9,s9) : 0.042707480184
		(h10,s10) : 0.00392263631034
		(h11,s11) : 0.00989769126572
		(h12,s12) : 0.0555921844491
semimcfmcf	1	
		(s1,s2) : 0.00779119719653
		(s1,h1) : 0.00303435979041
		(s2,s1) : 0.0303435979041
		(s2,s5) : 0.316753199732
		(s2,s6) : 0.20992150749
		(s2,s12) : 0.207099884204
		(s2,h2) : 0.0229142407406
		(s3,s6) : 0.167052053317
		(s3,s9) : 0.310479696595
		(s3,h3) : 0.0347456726474
		(s4,s7) : 0.270637067489
		(s4,s10) : 0.0993846153493
		(s4,s11) : 0.158417567919
		(s4,h4) : 0.0102213029929
		(s5,s2) : 0.158887738946
		(s5,s7) : 0.0806921569555
		(s5,s8) : 0.263260449093
		(s5,h5) : 0.0096856345112
		(s6,s2) : 0.108170336673
		(s6,s3) : 0.377949760641
		(s6,s7) : 0.243066889353
		(s6,h6) : 0.0216284770583
		(s7,s4) : 0.194504165986
		(s7,s5) : 0.0796504284166
		(s7,s6) : 0.314192633648
		(s7,h7) : 0.0088729156278
		(s8,s5) : 0.140885720985
		(s8,s10) : 0.309010361085
		(s8,h8) : 0.0275752561785
		(s9,s3) : 0.330654226453
		(s9,s12) : 0.501163225987
		(s9,h9) : 0.0301076835859
		(s10,s4) : 0.150964165285
		(s10,s8) : 0.204841122244
		(s10,s11) : 0.175954399304
		(s10,h10) : 0.00488983852109
		(s11,s4) : 0.185271356075
		(s11,s10) : 0.135751795159
		(s11,h11) : 0.010861633686
		(s12,s2) : 0.560395472939
		(s12,s9) : 0.394902824797
		(s12,h12) : 0.0321060660274
		(h1,s1) : 0.000779119719653
		(h2,s2) : 0.0158015850982
		(h3,s3) : 0.0116384489291
		(h4,s4) : 0.00999125933405
		(h5,s5) : 0.00624073409732
		(h6,s6) : 0.0254305562795
		(h7,s7) : 0.00826802705307
		(h8,s8) : 0.0257547072518
		(h9,s9) : 0.0427511766907
		(h10,s10) : 0.00365113004509
		(h11,s11) : 0.00952675208709
		(h12,s12) : 0.056809584782
semimcfmcf	2	
		(s1,s2) : 0.00680155623194
		(s1,h1) : 0.00292872044238
		(s2,s1) : 0.0292872044238
		(s2,s5) : 0.341663811087
		(s2,s6) : 0.214048125841
		(s2,s12) : 0.226064428447
		(s2,h2) : 0.0221985983496
		(s3,s6) : 0.165202174046
		(s3,s9) : 0.327420701337
		(s3,h3) : 0.0369286373972
		(s4,s7) : 0.285051040429
		(s4,s10) : 0.0998454618782
		(s4,s11) : 0.175090092041
		(s4,h4) : 0.00998543549477
		(s5,s2) : 0.185726893697
		(s5,s7) : 0.0926748105713
		(s5,s8) : 0.295207681239
		(s5,h5) : 0.0121386051196
		(s6,s2) : 0.109783203346
		(s6,s3) : 0.409654955126
		(s6,s7) : 0.242236160624
		(s6,h6) : 0.0218071204272
		(s7,s4) : 0.191726765112
		(s7,s5) : 0.0857858952269
		(s7,s6) : 0.344675435184
		(s7,h7) : 0.00796457180624
		(s8,s5) : 0.156094475623
		(s8,s10) : 0.333026549962
		(s8,h8) : 0.0311624464051
		(s9,s3) : 0.336151729885
		(s9,s12) : 0.497470656438
		(s9,h9) : 0.0318147642186
		(s10,s4) : 0.162557077723
		(s10,s8) : 0.222025149232
		(s10,s11) : 0.186398862109
		(s10,h10) : 0.00415069510537
		(s11,s4) : 0.190761159964
		(s11,s10) : 0.152356421979
		(s11,h11) : 0.0117261249561
		(s12,s2) : 0.565502404924
		(s12,s9) : 0.410549273129
		(s12,h12) : 0.0339389745271
		(h1,s1) : 0.000680155623194
		(h2,s2) : 0.0165235495096
		(h3,s3) : 0.0116102564344
		(h4,s4) : 0.0114795946497
		(h5,s5) : 0.0111451254767
		(h6,s6) : 0.0255819788297
		(h7,s7) : 0.00818718019606
		(h8,s8) : 0.0283512659164
		(h9,s9) : 0.0413800054043
		(h10,s10) : 0.00272596062982
		(h11,s11) : 0.0098889877354
		(h12,s12) : 0.0591906338439
semimcfmcf	3	
		(s1,s2) : 0.00550791505878
		(s1,h1) : 0.00306373806143
		(s2,s1) : 0.0306373806143
		(s2,s5) : 0.314370669872
		(s2,s6) : 0.208170397857
		(s2,s12) : 0.228597962745
		(s2,h2) : 0.0224348088489
		(s3,s6) : 0.175300536556
		(s3,s9) : 0.323607870323
		(s3,h3) : 0.0381161997469
		(s4,s7) : 0.296531537622
		(s4,s10) : 0.0828230923469
		(s4,s11) : 0.163280454436
		(s4,h4) : 0.0106700619091
		(s5,s2) : 0.173698498084
		(s5,s7) : 0.0821485256716
		(s5,s8) : 0.249408330366
		(s5,h5) : 0.00968294627353
		(s6,s2) : 0.106550778205
		(s6,s3) : 0.399904832353
		(s6,s7) : 0.209616665511
		(s6,h6) : 0.0242636242488
		(s7,s4) : 0.175554532761
		(s7,s5) : 0.0669399622934
		(s7,s6) : 0.344382074925
		(s7,h7) : 0.00818845267624
		(s8,s5) : 0.155360292197
		(s8,s10) : 0.343197857622
		(s8,h8) : 0.0240637282775
		(s9,s3) : 0.369234606586
		(s9,s12) : 0.500142701204
		(s9,h9) : 0.032133461464
		(s10,s4) : 0.167322486107
		(s10,s8) : 0.196230629838
		(s10,s11) : 0.190916967583
		(s10,h10) : 0.0041168703324
		(s11,s4) : 0.198547218388
		(s11,s10) : 0.144710954358
		(s11,h11) : 0.0111726134549
		(s12,s2) : 0.549817471811
		(s12,s9) : 0.450348139155
		(s12,h12) : 0.0347203809282
		(h1,s1) : 0.000550791505878
		(h2,s2) : 0.0170549836419
		(h3,s3) : 0.011093096541
		(h4,s4) : 0.0107911466238
		(h5,s5) : 0.00654138924951
		(h6,s6) : 0.0230855509218
		(h7,s7) : 0.00804643679369
		(h8,s8) : 0.0293556472391
		(h9,s9) : 0.0416755912953
		(h10,s10) : 0.00249068825244
		(h11,s11) : 0.0100786885277
		(h12,s12) : 0.0618628756299
semimcfmcf	4	
		(s1,s2) : 0.00568583832538
		(s1,h1) : 0.00282891549715
		(s2,s1) : 0.0282891549715
		(s2,s5) : 0.298613721603
		(s2,s6) : 0.202344568477
		(s2,s12) : 0.221885627274
		(s2,h2) : 0.0235096969156
		(s3,s6) : 0.165999723514
		(s3,s9) : 0.30542046257
		(s3,h3) : 0.0391984279161
		(s4,s7) : 0.281169945365
		(s4,s10) : 0.0796446115526
		(s4,s11) : 0.169287493679
		(s4,h4) : 0.0101624116732
		(s5,s2) : 0.172685578923
		(s5,s7) : 0.0832303964015
		(s5,s8) : 0.24124681242
		(s5,h5) : 0.00886128569069
		(s6,s2) : 0.10764243138
		(s6,s3) : 0.389557067831
		(s6,s7) : 0.210307776063
		(s6,h6) : 0.0228274009184
		(s7,s4) : 0.173997637704
		(s7,s5) : 0.0670150851143
		(s7,s6) : 0.332858146834
		(s7,h7) : 0.00851688816914
		(s8,s5) : 0.151944377602
		(s8,s10) : 0.323831756962
		(s8,h8) : 0.0235913417948
		(s9,s3) : 0.366388886932
		(s9,s12) : 0.477096586952
		(s9,h9) : 0.0304897139545
		(s10,s4) : 0.162858921682
		(s10,s8) : 0.196875153881
		(s10,s11) : 0.178501775635
		(s10,h10) : 0.00360711412576
		(s11,s4) : 0.183538160087
		(s11,s10) : 0.14781648711
		(s11,h11) : 0.0114538820856
		(s12,s2) : 0.53713430205
		(s12,s9) : 0.435559296501
		(s12,h12) : 0.0319344992099
		(h1,s1) : 0.000568583832538
		(h2,s2) : 0.0163081890803
		(h3,s3) : 0.0107458510482
		(h4,s4) : 0.0111331447855
		(h5,s5) : 0.00682024603317
		(h6,s6) : 0.0234578845633
		(h7,s7) : 0.00843316335145
		(h8,s8) : 0.0273567586211
